1.265625	0.000000
1.515625	7.626385
1.765625	8.555599
2.015625	7.700798
2.265625	7.284227
2.515625	9.511297
2.765625	13.836370
3.015625	18.794902
3.265625	23.533485
3.515625	27.517217
3.765625	30.418039
4.015625	32.299399
4.265625	33.428792
4.515625	34.111894
4.765625	34.558343
5.015625	34.878286
5.265625	35.126212
5.515625	35.291443
5.765625	35.296120
6.015625	35.041095
6.265625	34.515215
6.515625	33.835546
6.765625	33.126405
7.015625	32.452009
7.265625	31.834589
7.515625	31.285348
7.765625	30.794961
8.015625	30.343209
8.265625	29.913460
8.515625	29.495399
8.765625	29.084798
9.015625	28.681109
9.265625	28.284241
9.515625	27.894239
9.765625	27.511422
10.015625	27.136533
10.265625	26.770904
10.515625	26.416656
10.765625	26.076259
11.015625	25.751768
11.265625	25.444195
11.515625	25.153069
11.765625	24.876246
12.015625	24.610139
12.265625	24.350471
12.515625	24.093546
12.765625	23.837935
13.015625	23.589613
13.265625	23.372409
13.515625	23.238470
13.765625	23.261555
14.015625	23.516779
14.265625	24.048126
14.515625	24.822483
14.765625	25.716592
15.015625	26.558723
15.265625	27.217273
15.515625	27.623407
15.765625	27.767930
16.015625	27.694141
16.265625	27.490876
16.515625	27.273870
16.765625	27.120452
17.015625	27.019233
17.265625	26.909770
17.515625	26.762974
17.765625	26.586915
18.015625	26.398828
18.265625	26.207352
18.515625	26.024856
18.765625	25.887832
19.015625	25.849050
19.265625	25.925540
19.515625	26.063945
19.765625	26.215993
20.015625	26.397436
20.265625	26.693281
20.515625	27.205517
20.765625	27.979156
21.015625	28.963954
21.265625	30.097571
21.515625	31.388486
21.765625	32.909988
22.015625	34.667812
22.265625	36.525682
22.515625	38.264543
22.765625	39.774810
23.015625	41.072292
23.265625	42.246809
23.515625	43.418473
23.765625	44.739352
24.015625	46.338783
24.265625	48.228603
24.515625	50.294246
24.765625	52.406908
25.015625	54.483131
25.265625	56.483138
25.515625	58.403239
25.765625	60.251625
26.015625	62.030675
26.265625	63.737448
26.515625	65.364990
26.765625	66.909430
27.015625	68.374998
27.265625	69.771638
27.515625	71.110211
27.765625	72.402689
28.015625	73.678859
28.265625	74.998375
28.515625	76.424317
28.765625	77.952548
29.015625	79.510016
29.265625	81.036285
29.515625	82.516054
29.765625	83.920849
30.015625	85.158724
30.265625	86.187802
30.515625	87.239193
30.765625	88.768592
31.015625	90.739626
31.265625	92.252502
31.515625	92.944603
31.765625	93.282044
32.015625	93.816749
32.265625	94.727576
32.515625	95.726798
32.765625	96.591675
33.015625	97.356422
33.265625	98.107471
33.515625	98.870836
33.765625	99.640122
34.015625	100.413604
34.265625	101.196809
34.515625	101.998728
34.765625	102.816020
35.015625	103.629808
35.265625	104.413111
35.515625	105.136335
35.765625	105.783690
36.015625	106.363633
36.265625	106.897110
36.515625	107.403544
36.765625	107.899304
37.015625	108.395082
37.265625	108.892602
37.515625	109.365697
37.765625	109.760152
38.015625	110.045798
38.265625	110.241693
38.515625	110.389864
38.765625	110.530137
39.015625	110.695012
39.265625	110.881255
39.515625	111.043872
39.765625	111.135230
40.015625	111.131410
40.265625	111.030542
40.515625	110.846956
40.765625	110.603136
41.015625	110.321256
41.265625	110.019355
41.515625	109.710550
41.765625	109.403259
42.015625	109.102983
42.265625	108.812021
42.515625	108.528823
42.765625	108.250398
43.015625	107.974804
43.265625	107.701251
43.515625	107.429579
43.765625	107.160083
44.015625	106.892763
44.265625	106.626101
44.515625	106.357417
44.765625	106.086732
45.015625	105.818658
45.265625	105.560765
45.515625	105.314412
